Year,Category,MatchSec,Date,DayOfWeek,HomeE,HomeJ,AwayE,AwayJ,HomeGoals,AwayGoals,MatchID,Venue,Attendance
2021,Ｊ２,第４０節第２日,2021/11/21,日,yamagata,山形,machida,町田,3,5,25786,ＮＤスタ,5004
2021,Ｊ２,第４０節第２日,2021/11/21,日,ehime,愛媛,sagamihara,相模原,1,2,25793,ニンスタ,2992
2021,Ｊ２,第４０節第２日,2021/11/21,日,matsumoto,松本,yamaguchi,山口,1,1,25792,サンアル,7811
2021,Ｊ３,第２８節第２日,2021/11/21,日,hachinohe,八戸,gifu,岐阜,2,1,26006,プラスタ,2114
2021,Ｊ３,第２８節第２日,2021/11/21,日,morioka,岩手,sanuki,讃岐,3,1,26007,北上,1783
2021,Ｊ３,第２８節第２日,2021/11/21,日,tottori,鳥取,imabari,今治,2,1,26010,Ａｘｉｓ,1255
2021,Ｊ３,第２８節第２日,2021/11/21,日,toyama,富山,miyazaki,宮崎,2,1,26009,富山,4131
2021,Ｊ３,第２８節第２日,2021/11/21,日,kumamoto,熊本,ysyokohama,YS横浜,1,0,26011,えがおＳ,4011
2021,Ｊ３,第２８節第２日,2021/11/21,日,nagano,長野,numazu,沼津,1,1,26008,長野Ｕ,2295
2021,Ｊ１,第３７節第１日,2021/11/27,土,cosaka,Ｃ大阪,nagoya,名古屋,2,1,25339,ヨドコウ,10313
2021,Ｊ１,第３７節第１日,2021/11/27,土,fukuoka,福岡,sendai,仙台,2,2,25342,ベススタ,7663
2021,Ｊ１,第３７節第１日,2021/11/27,土,kawasakif,川崎Ｆ,gosaka,Ｇ大阪,4,1,25337,等々力,14867
2021,Ｊ１,第３７節第１日,2021/11/27,土,kobe,神戸,yokohamafm,横浜FM,0,2,25340,ノエスタ,15013
2021,Ｊ１,第３７節第１日,2021/11/27,土,shonan,湘南,tokushima,徳島,0,1,25338,レモンＳ,6428
2021,Ｊ１,第３７節第１日,2021/11/27,土,oita,大分,yokohamafc,横浜FC,2,0,25343,昭和電ド,8551
2021,Ｊ１,第３７節第１日,2021/11/27,土,urawa,浦和,shimizu,清水,0,1,25336,埼玉,28138
2021,Ｊ１,第３７節第１日,2021/11/27,土,hiroshima,広島,ftokyo,FC東京,1,2,25341,Ｅスタ,11252
2021,Ｊ１,第３７節第１日,2021/11/27,土,sapporo,札幌,kashiwa,柏,3,1,25334,札幌ド,13768
2021,Ｊ１,第３７節第１日,2021/11/27,土,kashima,鹿島,tosu,鳥栖,1,0,25335,カシマ,12645
2021,Ｊ２,第４１節第１日,2021/11/28,日,sagamihara,相模原,matsumoto,松本,1,1,25799,ギオンス,4369
2021,Ｊ２,第４１節第１日,2021/11/28,日,akita,秋田,tokyov,東京Ｖ,1,4,25794,ソユスタ,2685
2021,Ｊ２,第４１節第１日,2021/11/28,日,ryukyu,琉球,niigata,新潟,1,1,25804,タピスタ,3361
2021,Ｊ２,第４１節第１日,2021/11/28,日,yamaguchi,山口,kofu,甲府,0,1,25801,みらスタ,4625
2021,Ｊ２,第４１節第１日,2021/11/28,日,kusatsu,群馬,iwata,磐田,0,0,25796,正田スタ,4816
2021,Ｊ２,第４１節第１日,2021/11/28,日,chiba,千葉,kyoto,京都,0,0,25797,フクアリ,6732
2021,Ｊ２,第４１節第１日,2021/11/28,日,mito,水戸,ehime,愛媛,2,1,25795,Ｋｓスタ,4168
2021,Ｊ２,第４１節第１日,2021/11/28,日,nagasaki,長崎,okayama,岡山,0,1,25803,トラスタ,8025
2021,Ｊ２,第４１節第１日,2021/11/28,日,machida,町田,omiya,大宮,0,0,25798,Ｇスタ,4137
2021,Ｊ２,第４１節第１日,2021/11/28,日,kanazawa,金沢,yamagata,山形,2,1,25800,石川西部,3143
2021,Ｊ２,第４１節第１日,2021/11/28,日,kitakyushu,北九州,tochigi,栃木,1,2,25802,ミクスタ,5638
2021,Ｊ３,第２９節第１日,2021/11/28,日,kagoshima,鹿児島,nagano,長野,0,2,26017,白波スタ,4957
2021,Ｊ３,第２９節第１日,2021/11/28,日,morioka,岩手,toyama,富山,1,0,26012,いわスタ,2453
2021,Ｊ３,第２９節第１日,2021/11/28,日,miyazaki,宮崎,kumamoto,熊本,1,0,26016,ユニスタ,2101
2021,Ｊ３,第２９節第１日,2021/11/28,日,ysyokohama,YS横浜,fukushima,福島,0,2,26013,ニッパツ,1614
2021,Ｊ３,第２９節第１日,2021/11/28,日,imabari,今治,hachinohe,八戸,3,0,26015,夢スタ,2023
2021,Ｊ３,第２９節第１日,2021/11/28,日,sanuki,讃岐,tottori,鳥取,1,3,26018,ピカスタ,2441
2021,Ｊ３,第２９節第１日,2021/11/28,日,gifu,岐阜,fujieda,藤枝,0,0,26014,長良川,5472
2021,Ｊ１,第３８節第１日,2021/12/4,土,yokohamafm,横浜FM,kawasakif,川崎Ｆ,1,1,25347,日産ス,30657
2021,Ｊ１,第３８節第１日,2021/12/4,土,gosaka,Ｇ大阪,shonan,湘南,0,0,25351,パナスタ,16699
2021,Ｊ１,第３８節第１日,2021/12/4,土,nagoya,名古屋,urawa,浦和,0,0,25350,豊田ス,27079
2021,Ｊ１,第３８節第１日,2021/12/4,土,yokohamafc,横浜FC,sapporo,札幌,0,1,25348,ニッパツ,6762
2021,Ｊ１,第３８節第１日,2021/12/4,土,sendai,仙台,kashima,鹿島,0,1,25344,ユアスタ,8569
2021,Ｊ１,第３８節第１日,2021/12/4,土,shimizu,清水,cosaka,Ｃ大阪,2,1,25349,アイスタ,9668
2021,Ｊ１,第３８節第１日,2021/12/4,土,tosu,鳥栖,kobe,神戸,0,2,25353,駅スタ,9975
2021,Ｊ１,第３８節第１日,2021/12/4,土,kashiwa,柏,oita,大分,2,3,25345,三協Ｆ柏,6028
2021,Ｊ１,第３８節第１日,2021/12/4,土,ftokyo,FC東京,fukuoka,福岡,0,0,25346,味スタ,14364
2021,Ｊ１,第３８節第１日,2021/12/4,土,tokushima,徳島,hiroshima,広島,2,4,25352,鳴門大塚,8170
2021,Ｊ２,第４２節第１日,2021/12/5,日,omiya,大宮,kusatsu,群馬,3,1,25807,ＮＡＣＫ,5581
2021,Ｊ２,第４２節第１日,2021/12/5,日,yamagata,山形,kitakyushu,北九州,5,1,25805,ＮＤスタ,6388
2021,Ｊ２,第４２節第１日,2021/12/5,日,niigata,新潟,machida,町田,0,2,25811,デンカＳ,11955
2021,Ｊ２,第４２節第１日,2021/12/5,日,ehime,愛媛,yamaguchi,山口,1,1,25815,ニンスタ,3022
2021,Ｊ２,第４２節第１日,2021/12/5,日,tochigi,栃木,ryukyu,琉球,1,2,25806,カンセキ,5676
2021,Ｊ２,第４２節第１日,2021/12/5,日,matsumoto,松本,nagasaki,長崎,1,2,25810,サンアル,7597
2021,Ｊ２,第４２節第１日,2021/12/5,日,iwata,磐田,akita,秋田,2,1,25812,ヤマハ,6986
2021,Ｊ２,第４２節第１日,2021/12/5,日,tokyov,東京Ｖ,sagamihara,相模原,3,0,25808,味スタ,7505
2021,Ｊ２,第４２節第１日,2021/12/5,日,kofu,甲府,mito,水戸,3,3,25809,ＪＩＴス,5791
2021,Ｊ２,第４２節第１日,2021/12/5,日,okayama,岡山,chiba,千葉,1,3,25814,Ｃスタ,6813
2021,Ｊ２,第４２節第１日,2021/12/5,日,kyoto,京都,kanazawa,金沢,0,0,25813,サンガＳ,9608
2021,Ｊ３,第３０節第１日,2021/12/5,日,fukushima,福島,sanuki,讃岐,1,1,26019,Ｊスタ,1100
2021,Ｊ３,第３０節第１日,2021/12/5,日,toyama,富山,kagoshima,鹿児島,1,1,26021,富山,3619
2021,Ｊ３,第３０節第１日,2021/12/5,日,fujieda,藤枝,ysyokohama,YS横浜,0,3,26022,藤枝サ,2323
2021,Ｊ３,第３０節第１日,2021/12/5,日,tottori,鳥取,hachinohe,八戸,3,0,26024,Ａｘｉｓ,1584
2021,Ｊ３,第３０節第１日,2021/12/5,日,nagano,長野,imabari,今治,0,0,26020,長野Ｕ,3032
2021,Ｊ３,第３０節第１日,2021/12/5,日,kumamoto,熊本,gifu,岐阜,2,0,26025,えがおＳ,11314
2021,Ｊ３,第３０節第１日,2021/12/5,日,numazu,沼津,morioka,岩手,1,1,26023,愛鷹,2743
