Year,Category,MatchSec,Date,DayOfWeek,HomeE,HomeJ,AwayE,AwayJ,HomeGoals,AwayGoals,MatchID,Venue,Attendance
2021,Ｊ１,第１節第１日,2021/2/26,金,kawasakif,川崎Ｆ,yokohamafm,横浜FM,2,0,24974,等々力,4868
2021,Ｊ１,第１節第２日,2021/2/27,土,urawa,浦和,ftokyo,FC東京,1,1,24976,埼玉,4943
2021,Ｊ１,第１節第２日,2021/2/27,土,sapporo,札幌,yokohamafc,横浜FC,5,1,24975,札幌ド,11897
2021,Ｊ１,第１節第２日,2021/2/27,土,oita,大分,tokushima,徳島,1,1,24978,昭和電ド,7012
2021,Ｊ１,第１節第２日,2021/2/27,土,hiroshima,広島,sendai,仙台,1,1,24977,Ｅスタ,8820
2021,Ｊ１,第１節第２日,2021/2/27,土,kashima,鹿島,shimizu,清水,1,3,24979,カシマ,9312
2021,Ｊ１,第１節第２日,2021/2/27,土,shonan,湘南,tosu,鳥栖,0,1,24980,レモンＳ,4721
2021,Ｊ１,第１節第２日,2021/2/27,土,cosaka,Ｃ大阪,kashiwa,柏,2,0,24981,ヤンマー,4481
2021,Ｊ１,第１節第２日,2021/2/27,土,kobe,神戸,gosaka,Ｇ大阪,1,0,24982,ノエスタ,4636
2021,Ｊ２,第１節第１日,2021/2/27,土,nagasaki,長崎,kanazawa,金沢,2,1,25355,トラスタ,6436
2021,Ｊ２,第１節第１日,2021/2/27,土,kitakyushu,北九州,niigata,新潟,1,4,25354,ミクスタ,3447
2021,Ｊ１,第１節第３日,2021/2/28,日,fukuoka,福岡,nagoya,名古屋,1,2,24983,ベススタ,4991
2021,Ｊ２,第１節第２日,2021/2/28,日,sagamihara,相模原,kyoto,京都,0,2,25356,ギオンス,2470
2021,Ｊ２,第１節第２日,2021/2/28,日,mito,水戸,omiya,大宮,1,2,25357,Ｋｓスタ,3312
2021,Ｊ２,第１節第２日,2021/2/28,日,chiba,千葉,kofu,甲府,1,1,25360,フクアリ,3798
2021,Ｊ２,第１節第２日,2021/2/28,日,kusatsu,群馬,akita,秋田,2,1,25359,正田スタ,3415
2021,Ｊ２,第１節第２日,2021/2/28,日,machida,町田,yamagata,山形,1,1,25361,Ｇスタ,2618
2021,Ｊ２,第１節第２日,2021/2/28,日,tochigi,栃木,okayama,岡山,0,2,25358,カンセキ,4616
2021,Ｊ２,第１節第２日,2021/2/28,日,tokyov,東京Ｖ,ehime,愛媛,3,0,25362,味スタ,3411
2021,Ｊ２,第１節第２日,2021/2/28,日,ryukyu,琉球,iwata,磐田,1,0,25363,タピスタ,3871
2021,Ｊ２,第１節第２日,2021/2/28,日,yamaguchi,山口,matsumoto,松本,0,0,25364,みらスタ,4862
2021,Ｊ１,第１１節第１日,2021/3/3,水,kawasakif,川崎Ｆ,cosaka,Ｃ大阪,3,2,25074,等々力,4756
2021,Ｊ１,第２節第１日,2021/3/6,土,shimizu,清水,fukuoka,福岡,2,2,24986,アイスタ,9063
2021,Ｊ１,第２節第１日,2021/3/6,土,ftokyo,FC東京,cosaka,Ｃ大阪,3,2,24985,味スタ,4768
2021,Ｊ１,第２節第１日,2021/3/6,土,tokushima,徳島,kobe,神戸,1,1,24987,鳴門大塚,7454
2021,Ｊ１,第２節第１日,2021/3/6,土,sendai,仙台,kawasakif,川崎Ｆ,1,5,24984,ユアスタ,9005
2021,Ｊ１,第２節第１日,2021/3/6,土,yokohamafc,横浜FC,oita,大分,1,2,24988,ニッパツ,4422
2021,Ｊ１,第２節第１日,2021/3/6,土,tosu,鳥栖,urawa,浦和,2,0,24990,駅スタ,7452
2021,Ｊ１,第２節第１日,2021/3/6,土,kashiwa,柏,shonan,湘南,2,1,24991,三協Ｆ柏,3898
2021,Ｊ１,第２節第１日,2021/3/6,土,nagoya,名古屋,sapporo,札幌,1,0,24992,豊田ス,9846
2021,Ｊ２,第２節第１日,2021/3/6,土,niigata,新潟,nagasaki,長崎,1,0,25365,デンカＳ,9442
2021,Ｊ２,第２節第１日,2021/3/6,土,omiya,大宮,kofu,甲府,0,2,25366,ＮＡＣＫ,4000
2021,Ｊ２,第２節第１日,2021/3/6,土,kitakyushu,北九州,mito,水戸,1,2,25368,ミクスタ,2504
2021,Ｊ２,第２節第１日,2021/3/6,土,iwata,磐田,machida,町田,1,3,25367,ヤマハ,6791
2021,Ｊ２,第２節第１日,2021/3/6,土,ryukyu,琉球,yamaguchi,山口,2,1,25369,タピスタ,1086
2021,Ｊ１,第２節第２日,2021/3/7,日,yokohamafm,横浜FM,hiroshima,広島,3,3,24993,日産ス,4906
2021,Ｊ２,第２節第２日,2021/3/7,日,sagamihara,相模原,kusatsu,群馬,0,0,25370,ギオンス,1268
2021,Ｊ２,第２節第２日,2021/3/7,日,okayama,岡山,kanazawa,金沢,0,1,25373,Ｃスタ,5788
2021,Ｊ２,第２節第２日,2021/3/7,日,kyoto,京都,matsumoto,松本,0,0,25372,サンガＳ,6556
2021,Ｊ２,第２節第２日,2021/3/7,日,tochigi,栃木,akita,秋田,0,1,25371,カンセキ,3706
2021,Ｊ２,第２節第２日,2021/3/7,日,ehime,愛媛,chiba,千葉,1,1,25374,ニンスタ,2393
2021,Ｊ２,第２節第２日,2021/3/7,日,tokyov,東京Ｖ,yamagata,山形,0,2,25375,味スタ,2709
2021,Ｊ１,第３節第１日,2021/3/10,水,kashiwa,柏,nagoya,名古屋,0,1,24996,三協Ｆ柏,2877
2021,Ｊ１,第３節第１日,2021/3/10,水,urawa,浦和,yokohamafc,横浜FC,2,0,25003,埼玉,4524
2021,Ｊ１,第３節第１日,2021/3/10,水,ftokyo,FC東京,kobe,神戸,2,3,24997,味スタ,4707
2021,Ｊ１,第３節第１日,2021/3/10,水,fukuoka,福岡,yokohamafm,横浜FM,1,3,24994,ベススタ,4607
2021,Ｊ１,第３節第１日,2021/3/10,水,hiroshima,広島,sapporo,札幌,2,1,25001,Ｅスタ,3821
2021,Ｊ１,第３節第１日,2021/3/10,水,kashima,鹿島,shonan,湘南,3,1,24995,カシマ,4546
2021,Ｊ１,第３節第１日,2021/3/10,水,cosaka,Ｃ大阪,shimizu,清水,2,1,25000,ヤンマー,6063
2021,Ｊ１,第３節第１日,2021/3/10,水,kawasakif,川崎Ｆ,tokushima,徳島,2,0,24998,等々力,4853
2021,Ｊ１,第３節第１日,2021/3/10,水,tosu,鳥栖,sendai,仙台,5,0,25002,駅スタ,4604
2021,Ｊ１,第４節第１日,2021/3/13,土,tokushima,徳島,fukuoka,福岡,1,2,25006,鳴門大塚,4203
2021,Ｊ１,第４節第１日,2021/3/13,土,yokohamafc,横浜FC,cosaka,Ｃ大阪,1,4,25005,ニッパツ,2857
2021,Ｊ１,第４節第１日,2021/3/13,土,kashima,鹿島,hiroshima,広島,1,1,25008,カシマ,6829
2021,Ｊ１,第４節第１日,2021/3/13,土,shonan,湘南,sendai,仙台,3,1,25007,レモンＳ,3642
2021,Ｊ１,第４節第１日,2021/3/13,土,kawasakif,川崎Ｆ,kashiwa,柏,1,0,25010,等々力,4744
2021,Ｊ１,第４節第１日,2021/3/13,土,kobe,神戸,nagoya,名古屋,0,1,25009,ノエスタ,8934
2021,Ｊ２,第３節第１日,2021/3/13,土,nagasaki,長崎,ehime,愛媛,1,1,25379,トラスタ,5490
2021,Ｊ２,第３節第１日,2021/3/13,土,yamaguchi,山口,niigata,新潟,1,2,25378,みらスタ,3045
2021,Ｊ２,第３節第１日,2021/3/13,土,iwata,磐田,mito,水戸,3,2,25377,ヤマハ,3878
2021,Ｊ１,第４節第２日,2021/3/14,日,yokohamafm,横浜FM,urawa,浦和,3,0,25011,日産ス,4864
2021,Ｊ１,第４節第２日,2021/3/14,日,shimizu,清水,tosu,鳥栖,0,0,25012,アイスタ,7715
2021,Ｊ１,第４節第２日,2021/3/14,日,oita,大分,ftokyo,FC東京,1,1,25013,昭和電ド,9590
2021,Ｊ２,第３節第２日,2021/3/14,日,machida,町田,tokyov,東京Ｖ,2,2,25382,Ｇスタ,2598
2021,Ｊ２,第３節第２日,2021/3/14,日,matsumoto,松本,yamagata,山形,1,1,25384,サンアル,7718
2021,Ｊ２,第３節第２日,2021/3/14,日,kanazawa,金沢,kitakyushu,北九州,1,1,25385,石川西部,2707
2021,Ｊ２,第３節第２日,2021/3/14,日,kusatsu,群馬,ryukyu,琉球,0,2,25380,正田スタ,2258
2021,Ｊ２,第３節第２日,2021/3/14,日,chiba,千葉,akita,秋田,0,2,25381,フクアリ,3969
2021,Ｊ２,第３節第２日,2021/3/14,日,okayama,岡山,sagamihara,相模原,0,0,25386,Ｃスタ,6091
2021,Ｊ２,第３節第２日,2021/3/14,日,kofu,甲府,tochigi,栃木,2,1,25383,ＪＩＴス,5146
2021,Ｊ３,第１節第１日,2021/3/14,日,ysyokohama,YS横浜,toyama,富山,0,1,25817,ニッパツ,1239
2021,Ｊ３,第１節第１日,2021/3/14,日,miyazaki,宮崎,morioka,岩手,0,1,25819,ユニスタ,1786
2021,Ｊ３,第１節第１日,2021/3/14,日,fukushima,福島,fujieda,藤枝,0,0,25816,とうスタ,1191
2021,Ｊ３,第１節第１日,2021/3/14,日,imabari,今治,kumamoto,熊本,0,1,25818,夢スタ,2236
2021,Ｊ３,第１節第１日,2021/3/14,日,sanuki,讃岐,nagano,長野,0,2,25821,ピカスタ,2240
2021,Ｊ３,第１節第１日,2021/3/14,日,kagoshima,鹿児島,tottori,鳥取,2,3,25822,白波スタ,4850
2021,Ｊ３,第１節第１日,2021/3/14,日,gifu,岐阜,hachinohe,八戸,0,0,25820,長良川,4519
2021,Ｊ１,第５節第１日,2021/3/17,水,ftokyo,FC東京,shonan,湘南,3,2,25014,味スタ,4133
2021,Ｊ１,第５節第１日,2021/3/17,水,fukuoka,福岡,kashima,鹿島,1,0,25019,ベススタ,4510
2021,Ｊ１,第５節第１日,2021/3/17,水,urawa,浦和,sapporo,札幌,0,0,25017,埼玉,4571
2021,Ｊ１,第５節第１日,2021/3/17,水,yokohamafm,横浜FM,tokushima,徳島,1,0,25021,ニッパツ,4787
2021,Ｊ１,第５節第１日,2021/3/17,水,nagoya,名古屋,yokohamafc,横浜FC,3,0,25018,豊田ス,8457
2021,Ｊ１,第５節第１日,2021/3/17,水,tosu,鳥栖,kashiwa,柏,2,0,25023,駅スタ,5119
2021,Ｊ１,第５節第１日,2021/3/17,水,cosaka,Ｃ大阪,oita,大分,1,0,25022,ヤンマー,5230
2021,Ｊ１,第５節第１日,2021/3/17,水,hiroshima,広島,shimizu,清水,1,0,25016,Ｅスタ,4145
2021,Ｊ１,第５節第１日,2021/3/17,水,kobe,神戸,kawasakif,川崎Ｆ,1,1,25015,ノエスタ,7446
2021,Ｊ１,第６節第１日,2021/3/20,土・祝,sapporo,札幌,kobe,神戸,3,4,25024,札幌ド,9512
2021,Ｊ２,第４節第１日,2021/3/20,土・祝,niigata,新潟,kusatsu,群馬,3,1,25387,デンカＳ,9329
2021,Ｊ２,第４節第１日,2021/3/20,土・祝,ryukyu,琉球,nagasaki,長崎,3,1,25389,タピスタ,1917
2021,Ｊ２,第４節第１日,2021/3/20,土・祝,tokyov,東京Ｖ,kanazawa,金沢,2,4,25388,味スタ,2245
2021,Ｊ３,第２節第１日,2021/3/20,土・祝,fukushima,福島,ysyokohama,YS横浜,2,1,25823,とうスタ,526
2021,Ｊ３,第２節第１日,2021/3/20,土・祝,numazu,沼津,imabari,今治,1,0,25824,愛鷹,1727
2021,Ｊ３,第２節第１日,2021/3/20,土・祝,kumamoto,熊本,kagoshima,鹿児島,2,2,25825,えがおＳ,3128
2021,Ｊ１,第６節第２日,2021/3/21,日,ftokyo,FC東京,sendai,仙台,2,1,25025,味スタ,4402
2021,Ｊ１,第６節第２日,2021/3/21,日,tosu,鳥栖,fukuoka,福岡,0,0,25028,駅スタ,9631
2021,Ｊ１,第６節第２日,2021/3/21,日,tokushima,徳島,yokohamafc,横浜FC,2,1,25027,鳴門大塚,5180
2021,Ｊ１,第６節第２日,2021/3/21,日,oita,大分,hiroshima,広島,1,3,25029,昭和電ド,6231
2021,Ｊ１,第６節第２日,2021/3/21,日,shonan,湘南,cosaka,Ｃ大阪,0,0,25031,レモンＳ,3585
2021,Ｊ１,第６節第２日,2021/3/21,日,urawa,浦和,kawasakif,川崎Ｆ,0,5,25030,埼玉,4679
2021,Ｊ１,第６節第２日,2021/3/21,日,kashima,鹿島,nagoya,名古屋,0,1,25032,カシマ,7809
2021,Ｊ１,第６節第２日,2021/3/21,日,kashiwa,柏,shimizu,清水,1,2,25033,三協Ｆ柏,3236
2021,Ｊ２,第４節第２日,2021/3/21,日,kyoto,京都,iwata,磐田,3,4,25394,サンガＳ,8024
2021,Ｊ２,第４節第２日,2021/3/21,日,yamagata,山形,tochigi,栃木,1,2,25391,ＮＤスタ,6242
2021,Ｊ２,第４節第２日,2021/3/21,日,matsumoto,松本,chiba,千葉,0,1,25393,サンアル,4143
2021,Ｊ２,第４節第２日,2021/3/21,日,ehime,愛媛,kofu,甲府,0,1,25396,ニンスタ,1593
2021,Ｊ２,第４節第２日,2021/3/21,日,kitakyushu,北九州,akita,秋田,1,1,25397,ミクスタ,2491
2021,Ｊ２,第４節第２日,2021/3/21,日,mito,水戸,machida,町田,3,0,25392,Ｋｓスタ,1400
2021,Ｊ２,第４節第２日,2021/3/21,日,sagamihara,相模原,omiya,大宮,2,1,25390,ギオンス,727
2021,Ｊ２,第４節第２日,2021/3/21,日,yamaguchi,山口,okayama,岡山,0,0,25395,みらスタ,3276
2021,Ｊ３,第２節第２日,2021/3/21,日,fujieda,藤枝,gifu,岐阜,1,3,25826,藤枝サ,1108
2021,Ｊ３,第２節第２日,2021/3/21,日,tottori,鳥取,morioka,岩手,1,1,25827,Ａｘｉｓ,1253
2021,Ｊ３,第２節第２日,2021/3/21,日,nagano,長野,miyazaki,宮崎,1,1,25828,長野Ｕ,2561
2021,Ｊ３,第２節第２日,2021/3/21,日,toyama,富山,hachinohe,八戸,2,1,25829,富山,2000
2021,Ｊ２,第３節第３日,2021/3/24,水,omiya,大宮,kyoto,京都,1,2,25376,ＮＡＣＫ,2531
2021,Ｊ２,第５節第１日,2021/3/27,土,chiba,千葉,ryukyu,琉球,1,2,25408,フクアリ,4169
2021,Ｊ２,第５節第１日,2021/3/27,土,iwata,磐田,yamaguchi,山口,1,2,25401,エコパ,5587
2021,Ｊ２,第５節第１日,2021/3/27,土,omiya,大宮,nagasaki,長崎,4,0,25398,ＮＡＣＫ,4510
2021,Ｊ２,第５節第１日,2021/3/27,土,kofu,甲府,machida,町田,0,1,25399,ＪＩＴス,5008
2021,Ｊ２,第５節第１日,2021/3/27,土,niigata,新潟,tokyov,東京Ｖ,7,0,25400,デンカＳ,10968
2021,Ｊ２,第５節第２日,2021/3/28,日,akita,秋田,kyoto,京都,1,0,25402,ソユスタ,3015
2021,Ｊ２,第５節第２日,2021/3/28,日,kusatsu,群馬,kitakyushu,北九州,0,2,25406,正田スタ,1319
2021,Ｊ２,第５節第２日,2021/3/28,日,yamagata,山形,okayama,岡山,0,1,25403,ＮＤスタ,3512
2021,Ｊ２,第５節第２日,2021/3/28,日,mito,水戸,matsumoto,松本,3,0,25404,Ｋｓスタ,2127
2021,Ｊ２,第５節第２日,2021/3/28,日,kanazawa,金沢,sagamihara,相模原,2,1,25407,石川西部,1758
2021,Ｊ２,第５節第２日,2021/3/28,日,tochigi,栃木,ehime,愛媛,2,1,25405,カンセキ,3891
2021,Ｊ３,第３節第１日,2021/3/28,日,ysyokohama,YS横浜,kumamoto,熊本,0,0,25832,ニッパツ,1117
2021,Ｊ３,第３節第１日,2021/3/28,日,kagoshima,鹿児島,fukushima,福島,2,0,25834,白波スタ,2946
2021,Ｊ３,第３節第１日,2021/3/28,日,imabari,今治,tottori,鳥取,2,0,25833,夢スタ,1392
2021,Ｊ３,第３節第１日,2021/3/28,日,hachinohe,八戸,numazu,沼津,1,0,25830,プラスタ,1367
2021,Ｊ３,第３節第１日,2021/3/28,日,morioka,岩手,nagano,長野,0,0,25831,いわスタ,1058
2021,Ｊ３,第３節第１日,2021/3/28,日,miyazaki,宮崎,toyama,富山,2,1,25836,ユニスタ,599
2021,Ｊ３,第３節第１日,2021/3/28,日,gifu,岐阜,sanuki,讃岐,4,0,25835,長良川,2450
2021,Ｊ１,第７節第１日,2021/4/2,金,cosaka,Ｃ大阪,tosu,鳥栖,1,0,25034,ヤンマー,7014
2021,Ｊ１,第７節第２日,2021/4/3,土,yokohamafm,横浜FM,shonan,湘南,1,1,25035,日産ス,9152
2021,Ｊ１,第７節第２日,2021/4/3,土,hiroshima,広島,gosaka,Ｇ大阪,0,0,25039,Ｅスタ,8665
2021,Ｊ１,第７節第２日,2021/4/3,土,nagoya,名古屋,ftokyo,FC東京,0,0,25038,豊田ス,15035
2021,Ｊ１,第７節第２日,2021/4/3,土,sendai,仙台,kobe,神戸,0,2,25036,ユアスタ,4619
2021,Ｊ１,第７節第２日,2021/4/3,土,fukuoka,福岡,sapporo,札幌,1,2,25040,ベススタ,4432
2021,Ｊ１,第７節第２日,2021/4/3,土,urawa,浦和,kashima,鹿島,2,1,25041,埼玉,9975
2021,Ｊ１,第７節第２日,2021/4/3,土,yokohamafc,横浜FC,kashiwa,柏,1,1,25037,ニッパツ,3941
2021,Ｊ１,第７節第２日,2021/4/3,土,kawasakif,川崎Ｆ,oita,大分,2,0,25042,等々力,9810
2021,Ｊ２,第６節第１日,2021/4/3,土,nagasaki,長崎,kofu,甲府,2,1,25410,トラスタ,4463
2021,Ｊ２,第６節第１日,2021/4/3,土,kitakyushu,北九州,yamagata,山形,0,0,25409,ミクスタ,2383
2021,Ｊ２,第６節第１日,2021/4/3,土,ryukyu,琉球,omiya,大宮,0,0,25411,タピスタ,2749
2021,Ｊ３,第４節第１日,2021/4/3,土,morioka,岩手,imabari,今治,3,2,25837,いわスタ,610
2021,Ｊ１,第７節第３日,2021/4/4,日,shimizu,清水,tokushima,徳島,0,3,25043,アイスタ,7464
2021,Ｊ２,第６節第２日,2021/4/4,日,sagamihara,相模原,niigata,新潟,2,2,25412,ギオンス,3420
2021,Ｊ２,第６節第２日,2021/4/4,日,okayama,岡山,iwata,磐田,0,1,25413,Ｃスタ,4614
2021,Ｊ２,第６節第２日,2021/4/4,日,kyoto,京都,chiba,千葉,2,1,25416,サンガＳ,4473
2021,Ｊ２,第６節第２日,2021/4/4,日,matsumoto,松本,akita,秋田,3,1,25415,サンアル,4825
2021,Ｊ２,第６節第２日,2021/4/4,日,yamaguchi,山口,tochigi,栃木,0,1,25417,みらスタ,2338
2021,Ｊ２,第６節第２日,2021/4/4,日,ehime,愛媛,kusatsu,群馬,1,2,25418,ニンスタ,826
2021,Ｊ２,第６節第２日,2021/4/4,日,machida,町田,kanazawa,金沢,0,1,25414,Ｇスタ,1818
2021,Ｊ２,第６節第２日,2021/4/4,日,tokyov,東京Ｖ,mito,水戸,2,1,25419,味スタ,2197
2021,Ｊ３,第４節第２日,2021/4/4,日,numazu,沼津,ysyokohama,YS横浜,1,0,25838,愛鷹,759
2021,Ｊ３,第４節第２日,2021/4/4,日,nagano,長野,hachinohe,八戸,1,1,25840,長野Ｕ,2076
2021,Ｊ３,第４節第２日,2021/4/4,日,sanuki,讃岐,fujieda,藤枝,0,1,25842,ピカスタ,835
2021,Ｊ３,第４節第２日,2021/4/4,日,toyama,富山,fukushima,福島,2,2,25841,富山,1332
2021,Ｊ３,第４節第２日,2021/4/4,日,kumamoto,熊本,miyazaki,宮崎,1,2,25843,えがおＳ,2109
2021,Ｊ１,第８節第１日,2021/4/6,火,yokohamafm,横浜FM,cosaka,Ｃ大阪,1,0,25053,日産ス,7980
2021,Ｊ１,第８節第２日,2021/4/7,水,kashima,鹿島,kashiwa,柏,2,1,25044,カシマ,4550
2021,Ｊ１,第８節第２日,2021/4/7,水,shimizu,清水,urawa,浦和,0,2,25049,アイスタ,5548
2021,Ｊ１,第８節第２日,2021/4/7,水,kawasakif,川崎Ｆ,tosu,鳥栖,1,0,25046,等々力,9173
2021,Ｊ１,第８節第２日,2021/4/7,水,yokohamafc,横浜FC,hiroshima,広島,0,3,25047,ニッパツ,1899
2021,Ｊ１,第８節第２日,2021/4/7,水,shonan,湘南,nagoya,名古屋,0,0,25048,レモンＳ,5285
2021,Ｊ１,第８節第２日,2021/4/7,水,gosaka,Ｇ大阪,fukuoka,福岡,0,0,25050,パナスタ,5604
2021,Ｊ１,第８節第２日,2021/4/7,水,kobe,神戸,oita,大分,1,0,25051,ノエスタ,5180
2021,Ｊ１,第８節第２日,2021/4/7,水,tokushima,徳島,sendai,仙台,1,0,25052,鳴門大塚,3515
2021,Ｊ１,第８節第２日,2021/4/7,水,ftokyo,FC東京,sapporo,札幌,2,1,25045,味スタ,6236
2021,Ｊ１,第９節第１日,2021/4/10,土,hiroshima,広島,shonan,湘南,0,1,25054,Ｅスタ,7085
2021,Ｊ１,第９節第１日,2021/4/10,土,cosaka,Ｃ大阪,fukuoka,福岡,2,2,25063,ヤンマー,4607
2021,Ｊ２,第７節第１日,2021/4/10,土,akita,秋田,omiya,大宮,0,0,25420,ソユスタ,1738
2021,Ｊ２,第７節第１日,2021/4/10,土,kusatsu,群馬,nagasaki,長崎,1,2,25421,正田スタ,1846
2021,Ｊ２,第７節第１日,2021/4/10,土,kofu,甲府,kitakyushu,北九州,1,1,25422,ＪＩＴス,4096
2021,Ｊ２,第７節第１日,2021/4/10,土,iwata,磐田,matsumoto,松本,4,1,25423,ヤマハ,5392
2021,Ｊ２,第７節第１日,2021/4/10,土,tokyov,東京Ｖ,yamaguchi,山口,3,1,25424,味スタ,2377
2021,Ｊ３,第５節第１日,2021/4/10,土,fujieda,藤枝,nagano,長野,1,1,25844,藤枝サ,1753
2021,Ｊ１,第９節第２日,2021/4/11,日,sapporo,札幌,kashima,鹿島,2,2,25055,札幌ド,10342
2021,Ｊ１,第９節第２日,2021/4/11,日,ftokyo,FC東京,kawasakif,川崎Ｆ,2,4,25057,味スタ,17615
2021,Ｊ１,第９節第２日,2021/4/11,日,sendai,仙台,yokohamafm,横浜FM,0,0,25056,ユアスタ,4355
2021,Ｊ１,第９節第２日,2021/4/11,日,oita,大分,nagoya,名古屋,0,3,25060,昭和電ド,5919
2021,Ｊ１,第９節第２日,2021/4/11,日,tosu,鳥栖,yokohamafc,横浜FC,3,0,25059,駅スタ,7334
2021,Ｊ１,第９節第２日,2021/4/11,日,urawa,浦和,tokushima,徳島,1,0,25061,埼玉,9972
2021,Ｊ１,第９節第２日,2021/4/11,日,kashiwa,柏,gosaka,Ｇ大阪,1,0,25062,三協Ｆ柏,5555
2021,Ｊ１,第９節第２日,2021/4/11,日,kobe,神戸,shimizu,清水,1,1,25058,ノエスタ,8350
2021,Ｊ２,第７節第２日,2021/4/11,日,tochigi,栃木,sagamihara,相模原,0,0,25427,栃木グ,2919
2021,Ｊ２,第７節第２日,2021/4/11,日,kanazawa,金沢,chiba,千葉,0,1,25429,石川西部,2522
2021,Ｊ２,第７節第２日,2021/4/11,日,yamagata,山形,niigata,新潟,0,2,25425,ＮＤスタ,5289
2021,Ｊ２,第７節第２日,2021/4/11,日,machida,町田,kyoto,京都,0,1,25428,Ｇスタ,2160
2021,Ｊ２,第７節第２日,2021/4/11,日,mito,水戸,ryukyu,琉球,0,2,25426,Ｋｓスタ,2401
2021,Ｊ２,第７節第２日,2021/4/11,日,ehime,愛媛,okayama,岡山,2,2,25430,ニンスタ,1498
2021,Ｊ３,第５節第２日,2021/4/11,日,hachinohe,八戸,morioka,岩手,0,3,25845,プラスタ,1502
2021,Ｊ３,第５節第２日,2021/4/11,日,fukushima,福島,kumamoto,熊本,1,2,25846,とうスタ,703
2021,Ｊ３,第５節第２日,2021/4/11,日,ysyokohama,YS横浜,kagoshima,鹿児島,0,0,25847,ニッパツ,1386
2021,Ｊ３,第５節第２日,2021/4/11,日,sanuki,讃岐,toyama,富山,2,3,25848,ピカスタ,1076
2021,Ｊ３,第５節第２日,2021/4/11,日,miyazaki,宮崎,tottori,鳥取,2,1,25849,ユニスタ,801
2021,Ｊ１,第１８節第１日,2021/4/14,水,cosaka,Ｃ大阪,tokushima,徳島,1,2,25146,ヤンマー,2711
2021,Ｊ１,第１８節第１日,2021/4/14,水,tosu,鳥栖,gosaka,Ｇ大阪,0,1,25151,駅スタ,4512
2021,Ｊ１,第１９節第１日,2021/4/14,水,kawasakif,川崎Ｆ,fukuoka,福岡,3,1,25157,等々力,6958
2021,Ｊ１,第１９節第１日,2021/4/14,水,nagoya,名古屋,hiroshima,広島,1,0,25163,豊田ス,7986
2021,Ｊ１,第１０節第１日,2021/4/16,金,sapporo,札幌,yokohamafm,横浜FM,1,3,25064,札幌ド,9222
2021,Ｊ１,第１０節第２日,2021/4/17,土,oita,大分,kashiwa,柏,0,1,25068,昭和電ド,5237
2021,Ｊ１,第１０節第２日,2021/4/17,土,tokushima,徳島,kashima,鹿島,0,1,25066,鳴門大塚,5748
2021,Ｊ１,第１０節第２日,2021/4/17,土,yokohamafc,横浜FC,sendai,仙台,2,2,25065,ニッパツ,2997
2021,Ｊ１,第１０節第２日,2021/4/17,土,fukuoka,福岡,ftokyo,FC東京,1,0,25067,ベススタ,4981
2021,Ｊ１,第１０節第２日,2021/4/17,土,shonan,湘南,kobe,神戸,0,0,25069,レモンＳ,4796
2021,Ｊ２,第８節第１日,2021/4/17,土,akita,秋田,yamagata,山形,0,0,25431,ソユスタ,1777
2021,Ｊ２,第８節第１日,2021/4/17,土,kyoto,京都,kitakyushu,北九州,6,1,25436,サンガＳ,3220
2021,Ｊ２,第８節第１日,2021/4/17,土,niigata,新潟,kanazawa,金沢,1,0,25435,デンカＳ,10148
2021,Ｊ２,第８節第１日,2021/4/17,土,yamaguchi,山口,kusatsu,群馬,1,0,25437,みらスタ,2256
2021,Ｊ２,第８節第１日,2021/4/17,土,nagasaki,長崎,machida,町田,0,3,25438,トラスタ,4056
2021,Ｊ２,第８節第１日,2021/4/17,土,omiya,大宮,ehime,愛媛,0,1,25432,ＮＡＣＫ,3197
2021,Ｊ２,第８節第１日,2021/4/17,土,chiba,千葉,tochigi,栃木,0,0,25433,フクアリ,3777
2021,Ｊ２,第８節第１日,2021/4/17,土,matsumoto,松本,kofu,甲府,3,3,25434,サンアル,4822
2021,Ｊ２,第８節第１日,2021/4/17,土,okayama,岡山,mito,水戸,1,2,25439,Ｃスタ,2902
2021,Ｊ２,第８節第１日,2021/4/17,土,ryukyu,琉球,tokyov,東京Ｖ,2,0,25440,タピスタ,2308
2021,Ｊ１,第１０節第３日,2021/4/18,日,kawasakif,川崎Ｆ,hiroshima,広島,1,1,25070,等々力,9720
2021,Ｊ１,第１０節第３日,2021/4/18,日,cosaka,Ｃ大阪,urawa,浦和,1,0,25073,ヤンマー,4672
2021,Ｊ１,第１０節第３日,2021/4/18,日,nagoya,名古屋,tosu,鳥栖,1,2,25071,豊田ス,9552
2021,Ｊ１,第１０節第３日,2021/4/18,日,gosaka,Ｇ大阪,shimizu,清水,0,0,25072,パナスタ,4819
2021,Ｊ２,第８節第２日,2021/4/18,日,sagamihara,相模原,iwata,磐田,1,2,25441,ギオンス,3922
2021,Ｊ２,第９節第１日,2021/4/21,水,tokyov,東京Ｖ,kyoto,京都,0,2,25452,味フィ西,1789
2021,Ｊ２,第９節第１日,2021/4/21,水,tochigi,栃木,niigata,新潟,2,2,25444,カンセキ,2951
2021,Ｊ２,第９節第１日,2021/4/21,水,mito,水戸,chiba,千葉,0,1,25443,Ｋｓスタ,1677
2021,Ｊ２,第９節第１日,2021/4/21,水,kanazawa,金沢,akita,秋田,2,1,25448,石川西部,1426
2021,Ｊ２,第９節第１日,2021/4/21,水,iwata,磐田,omiya,大宮,3,2,25449,ヤマハ,3773
